Idade,Insatisfacao,viagensNegocio,Diária,Departamento,DistanciadeCasa,Educacao,CampoEducacao,NumerodoFuncionario,SatisfacaoAmbiente,Genero,HorasTrabalhadas,EnvovimentoTrabalho,NivelnoTrabalho,Cargo,SatisfacaoTrabalho,StatusCivil,Renda Mensal,Taxa mensal,EmpresasTrabalhadas,Hora Extra,TaxaPerformance,SatisfacaoRelacionamento,HorasPadrao,NivelRemuneracaoVariavel,TempoTotalTrabalho,TempoTreinamentoAnosAnteriores,EquilibrioVidaTrabalho,AnosEmpresa,AnosMesmaPosicao,AnosDesdeUltimaPromocao,AnosMesmoGestor,teste aula
41,Nao,viaja-raramente,802,Vendas,9,1,Ciencias Sociais,176,3,Masculino,96,3,3,Executivo de Vendas,3,Divorciado,8189,21196,3,Sim,3,3,80,1,12,2,3,9,7,0,7,134
26,Nao,viaja-raramente,1355,Recursos Humanos,25,1,Ciencias Sociais,177,3,Feminino,61,3,1,Recursos Humanos,3,Casado,2942,8916,1,Não,4,4,80,1,8,3,3,8,7,5,7,135
36,Nao,viaja-raramente,216,P & D,6,2,Medicina,178,2,Masculino,84,3,2,Diretor de Manufatura,2,Divorciado,4941,2819,6,Não,4,4,80,2,7,0,3,3,2,0,1,136
51,Sim,viaja-frequentemente,1150,P & D,8,4,Ciencias Sociais,179,1,Masculino,53,1,3,Diretor de Manufatura,4,Solteiro,10650,25150,2,Não,3,4,80,0,18,2,3,4,2,0,3,137
39,Nao,viaja-raramente,1329,Vendas,4,4,Ciencias Sociais,182,4,Feminino,47,2,2,Executivo de Vendas,3,Casado,5902,14590,4,Não,3,3,80,1,17,1,4,15,11,5,9,138
25,Nao,viaja-raramente,959,Vendas,28,3,Ciencias Sociais,183,1,Masculino,41,2,2,Executivo de Vendas,3,Casado,8639,24835,2,Não,3,4,80,0,6,3,3,2,2,2,2,139
30,Nao,viaja-raramente,1240,Recursos Humanos,9,3,Recursos Humanos,184,3,Masculino,48,3,2,Recursos Humanos,4,Casado,6347,13982,0,Sim,3,4,80,0,12,2,1,11,9,4,7,140
32,Sim,viaja-raramente,1033,P & D,9,3,Medicina,190,1,Feminino,41,3,1,Tecnico de Laboratorio,1,Solteiro,4200,10224,7,Não,4,1,80,0,10,2,4,5,4,0,4,141
45,Nao,viaja-raramente,1316,P & D,29,3,Medicina,192,3,Masculino,83,3,1,Pesquisador,4,Solteiro,3452,9752,5,Não,3,2,80,0,9,2,2,6,5,0,3,142
38,Nao,viaja-raramente,364,P & D,3,5,Formacao Tecnica,193,4,Feminino,32,3,2,Pesquisador,3,Solteiro,4317,2302,3,Sim,4,2,80,0,19,2,3,3,2,2,2,143
30,Nao,viaja-raramente,438,P & D,18,3,Ciencias Sociais,194,1,Feminino,75,3,1,Pesquisador,3,Solteiro,2632,23910,1,Não,3,3,80,0,5,4,2,5,4,0,4,144
32,Nao,viaja-frequentemente,689,Vendas,9,2,Medicina,195,4,Masculino,35,1,2,Executivo de Vendas,4,Divorciado,4668,22812,0,Não,3,4,80,3,9,2,4,8,7,0,7,145
30,Nao,viaja-raramente,201,P & D,5,3,Formacao Tecnica,197,4,Feminino,84,3,1,Pesquisador,1,Divorciado,3204,10415,5,Não,3,4,80,1,8,3,3,3,2,2,2,146
30,Nao,viaja-raramente,1427,P & D,2,1,Medicina,198,2,Masculino,35,2,1,Tecnico de Laboratorio,4,Solteiro,2720,11162,0,Não,3,4,80,0,6,3,3,5,3,1,2,147
41,Nao,viaja-frequentemente,857,P & D,10,3,Ciencias Sociais,199,4,Masculino,91,2,4,Gestor,1,Divorciado,17181,12888,4,Não,3,2,80,1,21,2,2,7,6,7,7,148
41,Nao,viaja-raramente,933,P & D,9,4,Ciencias Sociais,200,3,Masculino,94,3,1,Tecnico de Laboratorio,1,Casado,2238,6961,2,Não,4,4,80,1,7,2,3,5,0,1,4,149
19,Nao,viaja-raramente,1181,P & D,3,1,Medicina,201,2,Feminino,79,3,1,Tecnico de Laboratorio,2,Solteiro,1483,16102,1,Não,3,4,80,0,1,3,3,1,0,0,0,150
40,Nao,viaja-frequentemente,1395,P & D,26,3,Medicina,202,2,Feminino,54,3,2,Pesquisador,2,Divorciado,5605,8504,1,Não,3,1,80,1,20,2,3,20,7,2,13,151
35,Nao,viaja-raramente,662,Vendas,1,5,Marketing,204,3,Masculino,94,3,3,Executivo de Vendas,2,Casado,7295,11439,1,Não,3,1,80,2,10,3,3,10,8,0,6,152
53,Nao,viaja-raramente,1436,Vendas,6,2,Marketing,205,2,Masculino,34,3,2,Representante de Vendas,3,Casado,2306,16047,2,Sim,4,4,80,1,13,3,1,7,7,4,5,153
45,Nao,viaja-raramente,194,P & D,9,3,Ciencias Sociais,206,2,Masculino,60,3,2,Tecnico de Laboratorio,2,Divorciado,2348,10901,8,Não,3,3,80,1,20,2,1,17,9,0,15,154
32,Nao,viaja-frequentemente,967,Vendas,8,3,Marketing,207,2,Feminino,43,3,3,Executivo de Vendas,4,Solteiro,8998,15589,1,Não,3,4,80,0,9,2,3,9,8,3,7,155
29,Nao,nao-viaja,1496,P & D,1,1,Formacao Tecnica,208,4,Masculino,41,3,2,Diretor de Manufatura,3,Casado,4319,26283,1,Não,3,1,80,1,10,1,3,10,7,0,9,156
51,Nao,viaja-raramente,1169,P & D,7,4,Medicina,211,2,Masculino,34,2,2,Diretor de Manufatura,3,Casado,6132,13983,2,Não,3,3,80,0,10,2,3,1,0,0,0,157
58,Nao,viaja-raramente,1145,P & D,9,3,Medicina,214,2,Feminino,75,2,1,Pesquisador,2,Casado,3346,11873,4,Sim,4,2,80,1,9,3,2,1,0,0,0,158
40,Nao,viaja-raramente,630,Vendas,4,4,Marketing,215,3,Masculino,67,2,3,Executivo de Vendas,4,Casado,10855,8552,7,Não,3,1,80,1,15,2,2,12,11,2,11,159
34,Nao,viaja-frequentemente,303,Vendas,2,4,Marketing,216,3,Feminino,75,3,1,Representante de Vendas,3,Casado,2231,11314,6,Não,3,4,80,1,6,3,3,4,3,1,2,160
22,Nao,viaja-raramente,1256,P & D,19,1,Medicina,217,3,Masculino,80,3,1,Pesquisador,4,Casado,2323,11992,1,Não,4,1,80,2,2,6,3,2,2,2,2,161
27,Nao,nao-viaja,691,P & D,9,3,Medicina,218,4,Masculino,57,3,1,Pesquisador,2,Divorciado,2024,5970,6,Não,3,4,80,1,6,1,1,2,2,2,2,162
28,Nao,viaja-raramente,440,P & D,21,3,Medicina,221,3,Masculino,42,3,1,Pesquisador,4,Casado,2713,6672,1,Não,3,3,80,1,5,2,1,5,2,0,2,163
57,Nao,viaja-raramente,334,P & D,24,2,Ciencias Sociais,223,3,Masculino,83,4,3,Representante da Saude,4,Divorciado,9439,23402,3,Sim,3,2,80,1,12,2,1,5,3,1,4,164
27,Nao,nao-viaja,1450,P & D,3,3,Medicina,224,3,Masculino,79,2,1,Pesquisador,3,Divorciado,2566,25326,1,Sim,3,4,80,1,1,2,2,1,1,0,1,165
50,Nao,viaja-raramente,1452,P & D,11,3,Ciencias Sociais,226,3,Feminino,53,3,5,Gestor,2,Solteiro,19926,17053,3,Não,3,2,80,0,21,5,3,5,4,4,4,166
41,Nao,viaja-raramente,465,P & D,14,3,Ciencias Sociais,227,1,Masculino,56,3,1,Pesquisador,3,Divorciado,2451,4609,4,Não,3,1,80,1,13,2,3,9,8,1,8,167
30,Nao,viaja-raramente,1339,Vendas,5,3,Ciencias Sociais,228,2,Feminino,41,3,3,Executivo de Vendas,4,Casado,9419,8053,2,Não,3,3,80,1,12,2,3,10,9,7,4,168
38,Nao,viaja-raramente,702,Vendas,1,4,Ciencias Sociais,230,1,Feminino,59,2,2,Executivo de Vendas,4,Solteiro,8686,12930,4,Não,4,3,80,0,12,2,4,8,3,0,7,169
32,Nao,viaja-raramente,120,P & D,6,5,Ciencias Sociais,231,3,Masculino,43,3,1,Pesquisador,3,Solteiro,3038,12430,3,Não,4,1,80,0,8,2,3,5,4,1,4,170
27,Nao,viaja-raramente,1157,P & D,17,3,Formacao Tecnica,233,3,Masculino,51,3,1,Pesquisador,2,Casado,3058,13364,0,Sim,3,4,80,1,6,3,2,5,2,1,1,171
19,Sim,viaja-frequentemente,602,Vendas,1,1,Formacao Tecnica,235,3,Feminino,100,1,1,Representante de Vendas,1,Solteiro,2325,20989,0,Não,4,1,80,0,1,5,4,0,0,0,0,172
36,Nao,viaja-frequentemente,1480,P & D,3,2,Medicina,238,4,Masculino,30,3,1,Tecnico de Laboratorio,2,Solteiro,2088,15062,4,Não,3,3,80,0,13,3,2,8,7,7,2,173
30,Nao,nao-viaja,111,P & D,9,3,Medicina,239,3,Masculino,66,3,2,Tecnico de Laboratorio,1,Divorciado,3072,11012,1,Não,3,3,80,2,12,4,3,12,9,6,10,174
45,Nao,viaja-raramente,1268,Vendas,4,2,Ciencias Sociais,240,3,Feminino,30,3,2,Executivo de Vendas,1,Divorciado,5006,6319,4,Sim,3,1,80,1,9,3,4,5,4,0,3,175
56,Nao,viaja-raramente,713,P & D,8,3,Ciencias Sociais,241,3,Feminino,67,3,1,Pesquisador,1,Divorciado,4257,13939,4,Sim,3,3,80,1,19,3,3,2,2,2,2,176
33,Nao,viaja-raramente,134,P & D,2,3,Ciencias Sociais,242,3,Masculino,90,3,1,Pesquisador,4,Solteiro,2500,10515,0,Não,3,1,80,0,4,2,4,3,1,0,2,177
19,Sim,viaja-raramente,303,P & D,2,3,Ciencias Sociais,243,2,Masculino,47,2,1,Tecnico de Laboratorio,4,Solteiro,1102,9241,1,Não,4,3,80,0,1,3,2,1,0,1,0,178
46,Nao,viaja-raramente,526,Vendas,1,2,Marketing,244,2,Feminino,92,3,3,Executivo de Vendas,1,Divorciado,10453,2137,1,Não,4,3,80,3,24,2,3,24,13,15,7,179
38,Nao,viaja-raramente,1380,P & D,9,2,Ciencias Sociais,245,3,Feminino,75,3,1,Tecnico de Laboratorio,4,Solteiro,2288,6319,1,Não,3,3,80,0,2,3,3,2,2,2,1,180
31,Nao,viaja-raramente,140,P & D,12,1,Medicina,246,3,Feminino,95,3,1,Pesquisador,4,Casado,3929,6984,8,Sim,4,3,80,1,7,0,3,4,2,0,2,181
34,Nao,viaja-raramente,629,P & D,27,2,Medicina,247,4,Feminino,95,3,1,Pesquisador,2,Solteiro,2311,5711,2,Não,3,4,80,0,9,3,3,3,2,1,2,182
41,Sim,viaja-raramente,1356,Vendas,20,2,Marketing,248,2,Feminino,70,3,1,Representante de Vendas,2,Solteiro,3140,21728,1,Sim,4,4,80,0,4,5,2,4,3,0,2,183
50,Nao,viaja-raramente,328,P & D,1,3,Medicina,249,3,Masculino,86,2,1,Tecnico de Laboratorio,3,Casado,3690,3425,2,Não,3,4,80,1,5,2,2,3,2,0,2,184
53,Nao,viaja-raramente,1084,P & D,13,2,Medicina,250,4,Feminino,57,4,2,Diretor de Manufatura,1,Divorciado,4450,26250,1,Não,3,3,80,2,5,3,3,4,2,1,3,185
33,Nao,viaja-raramente,931,P & D,14,3,Medicina,252,4,Feminino,72,3,1,Pesquisador,2,Casado,2756,4673,1,Não,3,4,80,1,8,5,3,8,7,1,6,186
40,Nao,viaja-raramente,989,P & D,4,1,Medicina,253,4,Feminino,46,3,5,Gestor,3,Casado,19033,6499,1,Não,3,2,80,1,21,2,3,20,8,9,9,187
55,Nao,viaja-raramente,692,P & D,14,4,Medicina,254,3,Masculino,61,4,5,Diretor de Pesquisa,2,Solteiro,18722,13339,8,Não,3,4,80,0,36,3,3,24,15,2,15,188
34,Nao,viaja-frequentemente,1069,P & D,2,1,Ciencias Sociais,256,4,Masculino,45,2,2,Diretor de Manufatura,3,Casado,9547,14074,1,Não,3,3,80,0,10,2,2,10,9,1,9,189
51,Nao,viaja-raramente,313,P & D,3,3,Medicina,258,4,Feminino,98,3,4,Representante da Saude,2,Solteiro,13734,7192,3,Não,3,3,80,0,21,6,3,7,7,1,0,190
52,Nao,viaja-raramente,699,P & D,1,4,Ciencias Sociais,259,3,Masculino,65,2,5,Gestor,3,Casado,19999,5678,0,Não,3,1,80,1,34,5,3,33,18,11,9,191
27,Nao,viaja-raramente,894,P & D,9,3,Medicina,260,4,Feminino,99,3,1,Pesquisador,2,Solteiro,2279,11781,1,Não,3,4,80,0,7,2,2,7,7,0,3,192
35,Sim,viaja-raramente,556,P & D,23,2,Ciencias Sociais,261,2,Masculino,50,2,2,Diretor de Manufatura,3,Casado,5916,15497,3,Sim,3,1,80,0,8,1,3,1,0,0,1,193
43,Nao,nao-viaja,1344,P & D,7,3,Medicina,262,4,Masculino,37,4,1,Pesquisador,4,Divorciado,2089,5228,4,Não,3,4,80,3,7,3,4,5,4,2,2,194
45,Nao,nao-viaja,1195,P & D,2,2,Medicina,264,1,Masculino,65,2,4,Gestor,4,Casado,16792,20462,9,Não,4,4,80,1,22,1,3,20,8,11,8,195
37,Nao,viaja-raramente,290,P & D,21,3,Ciencias Sociais,267,2,Masculino,65,4,1,Pesquisador,1,Casado,3564,22977,1,Sim,3,1,80,1,8,3,2,8,7,1,7,196
35,Nao,viaja-frequentemente,138,P & D,2,3,Medicina,269,2,Feminino,37,3,2,Tecnico de Laboratorio,2,Solteiro,4425,15986,5,Não,3,4,80,0,10,5,3,6,2,1,2,197
42,Nao,nao-viaja,926,P & D,21,2,Medicina,270,3,Feminino,36,3,2,Diretor de Manufatura,3,Divorciado,5265,16439,2,Não,3,2,80,1,11,5,3,5,3,0,2,198
38,Nao,viaja-raramente,1261,P & D,2,4,Ciencias Sociais,271,4,Masculino,88,3,2,Diretor de Manufatura,3,Casado,6553,7259,9,Não,3,2,80,0,14,3,3,1,0,0,0,199
38,Nao,viaja-raramente,1084,P & D,29,3,Formacao Tecnica,273,4,Masculino,54,3,2,Diretor de Manufatura,4,Casado,6261,4185,3,Não,3,1,80,1,9,3,1,7,7,1,7,200
27,Nao,viaja-frequentemente,472,P & D,1,1,Formacao Tecnica,274,3,Masculino,60,2,2,Diretor de Manufatura,1,Casado,4298,9679,5,Não,3,3,80,1,6,1,3,2,2,2,0,201
49,Nao,nao-viaja,1002,P & D,18,4,Ciencias Sociais,275,4,Masculino,92,3,2,Diretor de Manufatura,4,Divorciado,6804,23793,1,Sim,3,1,80,2,7,0,3,7,7,1,7,202
34,Nao,viaja-frequentemente,878,P & D,10,4,Medicina,277,4,Masculino,43,3,1,Pesquisador,3,Divorciado,3815,5972,1,Sim,3,4,80,1,5,4,4,5,3,2,0,203
40,Nao,viaja-raramente,905,P & D,19,2,Medicina,281,3,Masculino,99,3,2,Tecnico de Laboratorio,4,Casado,2741,16523,8,Sim,3,3,80,1,15,2,4,7,2,3,7,204
38,Sim,viaja-raramente,1180,P & D,29,1,Medicina,282,2,Masculino,70,3,2,Representante da Saude,1,Casado,6673,11354,7,Sim,3,2,80,0,17,2,3,1,0,0,0,205
29,Sim,viaja-raramente,121,Vendas,27,3,Marketing,283,2,Feminino,35,3,3,Executivo de Vendas,4,Casado,7639,24525,1,Não,4,4,80,3,10,3,2,10,4,1,9,206
22,Nao,viaja-raramente,1136,P & D,5,3,Ciencias Sociais,284,4,Masculino,60,4,1,Pesquisador,2,Divorciado,2328,12392,1,Sim,3,1,80,1,4,2,2,4,2,2,2,207
36,Nao,viaja-frequentemente,635,P & D,18,1,Medicina,286,2,Feminino,73,3,1,Tecnico de Laboratorio,4,Solteiro,2153,7703,1,Não,3,1,80,0,8,2,3,8,1,1,7,208
40,Nao,nao-viaja,1151,P & D,9,5,Ciencias Sociais,287,4,Masculino,63,2,2,Representante da Saude,4,Casado,4876,14242,9,Não,3,4,80,1,5,5,1,3,2,0,2,209
46,Nao,viaja-raramente,644,P & D,1,4,Medicina,288,4,Masculino,97,3,3,Representante da Saude,1,Divorciado,9396,12368,7,Não,3,3,80,1,17,3,3,4,2,0,3,210
32,Sim,viaja-raramente,1045,Vendas,4,4,Medicina,291,4,Masculino,32,1,3,Executivo de Vendas,4,Casado,10400,25812,1,Não,3,3,80,0,14,2,2,14,8,9,8,211
30,Nao,nao-viaja,829,P & D,1,1,Ciencias Sociais,292,3,Masculino,88,2,3,Diretor de Manufatura,3,Solteiro,8474,20925,1,Não,4,3,80,0,12,2,3,11,8,5,8,212
27,Nao,viaja-frequentemente,1242,Vendas,20,3,Ciencias Sociais,293,4,Feminino,90,3,2,Executivo de Vendas,3,Solteiro,9981,12916,1,Não,3,4,80,0,7,2,3,7,7,0,7,213
51,Nao,viaja-raramente,1469,P & D,8,4,Ciencias Sociais,296,2,Masculino,81,2,3,Diretor de Pesquisa,2,Casado,12490,15736,5,Não,3,4,80,2,16,5,1,10,9,4,7,214
30,Sim,viaja-raramente,1005,P & D,3,3,Formacao Tecnica,297,4,Feminino,88,3,1,Pesquisador,1,Solteiro,2657,8556,5,Sim,3,3,80,0,8,5,3,5,2,0,4,215
41,Nao,viaja-raramente,896,Vendas,6,3,Ciencias Sociais,298,4,Feminino,75,3,3,Gestor,4,Solteiro,13591,14674,3,Sim,3,3,80,0,16,3,3,1,0,0,0,216
30,Sim,viaja-frequentemente,334,Vendas,26,4,Marketing,299,3,Feminino,52,2,2,Executivo de Vendas,1,Solteiro,6696,22967,5,Não,3,3,80,0,9,5,2,6,3,0,1,217
29,Sim,viaja-raramente,992,P & D,1,3,Formacao Tecnica,300,3,Masculino,85,3,1,Pesquisador,3,Solteiro,2058,19757,0,Não,3,4,80,0,7,1,2,6,2,1,5,218
45,Nao,nao-viaja,1052,Vendas,6,3,Medicina,302,4,Feminino,57,2,3,Executivo de Vendas,4,Solteiro,8865,16840,6,Não,3,4,80,0,23,2,3,19,7,12,8,219
54,Nao,viaja-raramente,1147,Vendas,3,3,Marketing,303,4,Feminino,52,3,2,Executivo de Vendas,1,Casado,5940,17011,2,Não,3,4,80,1,16,4,3,6,2,0,5,220
36,Nao,viaja-raramente,1396,P & D,5,2,Ciencias Sociais,304,4,Masculino,62,3,2,Tecnico de Laboratorio,2,Solteiro,5914,9945,8,Não,3,4,80,0,16,3,4,13,11,3,7,221
33,Nao,viaja-raramente,147,P & D,4,4,Medicina,305,3,Feminino,47,2,1,Pesquisador,2,Casado,2622,13248,6,Não,4,4,80,0,7,3,3,3,2,1,1,222
37,Nao,viaja-frequentemente,663,P & D,11,3,Outros,306,2,Masculino,47,3,3,Diretor de Pesquisa,4,Divorciado,12185,10056,1,Sim,3,3,80,3,10,1,3,10,8,0,7,223
38,Nao,viaja-raramente,119,Vendas,3,3,Ciencias Sociais,307,1,Masculino,76,3,3,Executivo de Vendas,3,Divorciado,10609,9647,0,Não,3,3,80,2,17,6,2,16,10,5,13,224
31,Nao,nao-viaja,979,P & D,1,4,Medicina,308,3,Masculino,90,1,2,Diretor de Manufatura,3,Casado,4345,4381,0,Não,3,4,80,1,6,2,3,5,4,1,4,225
59,Nao,viaja-raramente,142,P & D,3,3,Ciencias Sociais,309,3,Masculino,70,2,1,Pesquisador,4,Casado,2177,8456,3,Não,3,1,80,1,7,6,3,1,0,0,0,226
37,Nao,viaja-frequentemente,319,Vendas,4,4,Marketing,311,1,Masculino,41,3,1,Representante de Vendas,4,Divorciado,2793,2539,4,Não,3,3,80,1,13,2,3,9,8,5,8,227
29,Nao,viaja-frequentemente,1413,Vendas,1,1,Medicina,312,2,Feminino,42,3,3,Executivo de Vendas,4,Casado,7918,6599,1,Não,3,4,80,1,11,5,3,11,10,4,1,228
35,Nao,viaja-frequentemente,944,Vendas,1,3,Marketing,314,3,Feminino,92,3,3,Executivo de Vendas,3,Solteiro,8789,9096,1,Não,3,1,80,0,10,3,4,10,7,0,8,229
29,Sim,viaja-raramente,896,P & D,18,1,Medicina,315,3,Masculino,86,2,1,Pesquisador,4,Solteiro,2389,14961,1,Sim,3,3,80,0,4,3,2,4,3,0,1,230
52,Nao,viaja-raramente,1323,P & D,2,3,Ciencias Sociais,316,3,Feminino,89,2,1,Tecnico de Laboratorio,4,Solteiro,3212,3300,7,Não,3,2,80,0,6,3,2,2,2,2,2,231
42,Nao,viaja-raramente,532,P & D,4,2,Formacao Tecnica,319,3,Masculino,58,3,5,Gestor,4,Casado,19232,4933,1,Não,3,4,80,0,22,3,3,22,17,11,15,232
59,Nao,viaja-raramente,818,Recursos Humanos,6,2,Medicina,321,2,Masculino,52,3,1,Recursos Humanos,3,Casado,2267,25657,8,Não,3,4,80,0,7,2,2,2,2,2,2,233
50,Nao,viaja-raramente,854,Vendas,1,4,Medicina,323,4,Feminino,68,3,5,Gestor,4,Divorciado,19517,24118,3,Não,3,3,80,1,32,3,2,7,0,0,6,234
33,Sim,viaja-raramente,813,P & D,14,3,Medicina,325,3,Masculino,58,3,1,Tecnico de Laboratorio,4,Casado,2436,22149,5,Sim,3,3,80,1,8,2,1,5,4,0,4,235
43,Nao,viaja-raramente,1034,Vendas,16,3,Marketing,327,4,Feminino,80,3,4,Gestor,4,Casado,16064,7744,5,Sim,4,3,80,1,22,3,3,17,13,1,9,236
33,Sim,viaja-raramente,465,P & D,2,2,Ciencias Sociais,328,1,Feminino,39,3,1,Tecnico de Laboratorio,1,Casado,2707,21509,7,Não,4,1,80,0,13,3,4,9,7,1,7,237
52,Nao,nao-viaja,771,Vendas,2,4,Ciencias Sociais,329,1,Masculino,79,2,5,Gestor,3,Solteiro,19068,21030,1,Sim,3,4,80,0,33,2,4,33,7,15,12,238
32,Nao,viaja-raramente,1401,Vendas,4,2,Ciencias Sociais,330,3,Feminino,56,3,1,Representante de Vendas,2,Casado,3931,20990,2,Não,3,1,80,1,6,5,3,4,3,1,2,239
32,Sim,viaja-raramente,515,P & D,1,3,Ciencias Sociais,331,4,Masculino,62,2,1,Tecnico de Laboratorio,3,Solteiro,3730,9571,0,Sim,3,4,80,0,4,2,1,3,2,1,2,240
39,Nao,viaja-raramente,1431,P & D,1,4,Medicina,332,3,Feminino,96,3,1,Tecnico de Laboratorio,3,Divorciado,2232,15417,7,Não,3,3,80,3,7,1,3,3,2,1,2,241
32,Nao,nao-viaja,976,Vendas,26,4,Marketing,333,3,Masculino,100,3,2,Executivo de Vendas,4,Casado,4465,12069,0,Não,3,1,80,0,4,2,3,3,2,2,2,242
41,Nao,viaja-raramente,1411,P & D,19,2,Ciencias Sociais,334,3,Masculino,36,3,2,Pesquisador,1,Divorciado,3072,19877,2,Não,3,1,80,2,17,2,2,1,0,0,0,243
40,Nao,viaja-raramente,1300,P & D,24,2,Formacao Tecnica,335,1,Masculino,62,3,2,Pesquisador,4,Divorciado,3319,24447,1,Não,3,1,80,2,9,3,3,9,8,4,7,244
45,Nao,viaja-raramente,252,P & D,1,3,Outros,336,3,Masculino,70,4,5,Gestor,4,Casado,19202,15970,0,Não,3,3,80,1,25,2,3,24,0,1,7,245
31,Nao,viaja-frequentemente,1327,P & D,3,4,Medicina,337,2,Masculino,73,3,3,Diretor de Pesquisa,3,Divorciado,13675,13523,9,Não,3,1,80,1,9,3,3,2,2,2,2,246
33,Nao,viaja-raramente,832,P & D,5,4,Ciencias Sociais,338,3,Feminino,63,2,1,Pesquisador,4,Casado,2911,14776,1,Não,3,3,80,1,2,2,2,2,2,0,2,247
34,Nao,viaja-raramente,470,P & D,2,4,Ciencias Sociais,339,4,Masculino,84,2,2,Diretor de Manufatura,1,Casado,5957,23687,6,Não,3,2,80,1,13,3,3,11,9,5,9,248
37,Nao,viaja-raramente,1017,P & D,1,2,Medicina,340,3,Feminino,83,2,1,Pesquisador,1,Casado,3920,18697,2,Não,3,1,80,1,17,2,2,3,1,0,2,249
45,Nao,viaja-frequentemente,1199,P & D,7,4,Ciencias Sociais,341,1,Masculino,77,4,2,Diretor de Manufatura,3,Casado,6434,5118,4,Não,3,4,80,1,9,1,3,3,2,0,2,250
37,Sim,viaja-frequentemente,504,P & D,10,3,Medicina,342,1,Masculino,61,3,3,Diretor de Manufatura,3,Divorciado,10048,22573,6,Não,3,2,80,2,17,5,3,1,0,0,0,251
39,Nao,viaja-frequentemente,505,P & D,2,4,Formacao Tecnica,343,3,Feminino,64,3,3,Representante da Saude,3,Solteiro,10938,6420,0,Não,4,4,80,0,20,1,3,19,6,11,8,252
29,Nao,viaja-raramente,665,P & D,15,3,Ciencias Sociais,346,3,Masculino,60,3,1,Pesquisador,4,Solteiro,2340,22673,1,Não,3,1,80,0,6,1,3,6,5,1,5,253
42,Nao,viaja-raramente,916,P & D,17,2,Ciencias Sociais,347,4,Feminino,82,4,2,Pesquisador,1,Solteiro,6545,23016,3,Sim,3,3,80,0,10,1,3,3,2,0,2,254
29,Nao,viaja-raramente,1247,Vendas,20,2,Marketing,349,4,Masculino,45,3,2,Executivo de Vendas,4,Divorciado,6931,10732,2,Não,3,4,80,1,10,2,3,3,2,0,2,255
25,Nao,viaja-raramente,685,P & D,1,3,Ciencias Sociais,350,1,Feminino,62,3,2,Diretor de Manufatura,3,Casado,4898,7505,0,Não,3,4,80,2,5,3,3,4,2,1,2,256
42,Nao,viaja-raramente,269,P & D,2,3,Medicina,351,4,Feminino,56,2,1,Tecnico de Laboratorio,1,Divorciado,2593,8007,0,Sim,3,3,80,1,10,4,3,9,6,7,8,257
40,Nao,viaja-raramente,1416,P & D,2,2,Medicina,352,1,Masculino,49,3,5,Diretor de Pesquisa,3,Divorciado,19436,5949,0,Não,3,4,80,1,22,5,3,21,7,3,9,258
51,Nao,viaja-raramente,833,P & D,1,3,Ciencias Sociais,353,3,Masculino,96,3,1,Pesquisador,4,Casado,2723,23231,1,Não,3,2,80,0,1,0,2,1,0,0,0,259
31,Sim,viaja-frequentemente,307,P & D,29,2,Medicina,355,3,Masculino,71,2,1,Tecnico de Laboratorio,2,Solteiro,3479,11652,0,Não,3,2,80,0,6,2,4,5,4,1,4,260
32,Nao,viaja-frequentemente,1311,P & D,7,3,Ciencias Sociais,359,2,Masculino,100,4,1,Tecnico de Laboratorio,2,Casado,2794,26062,1,Não,4,3,80,0,5,3,1,5,1,0,3,261
38,Nao,nao-viaja,1327,Vendas,2,2,Ciencias Sociais,361,4,Masculino,39,2,2,Executivo de Vendas,4,Casado,5249,19682,3,Não,3,4,80,1,13,0,3,8,7,7,5,262
32,Nao,viaja-raramente,128,P & D,2,1,Formacao Tecnica,362,4,Masculino,84,2,2,Tecnico de Laboratorio,1,Solteiro,2176,19737,4,Não,3,4,80,0,9,5,3,6,2,0,4,263
46,Nao,viaja-raramente,488,Vendas,2,3,Formacao Tecnica,363,3,Feminino,75,1,4,Gestor,2,Casado,16872,14977,3,Sim,3,2,80,1,28,2,2,7,7,7,7,264
28,Sim,viaja-raramente,529,P & D,2,4,Ciencias Sociais,364,1,Masculino,79,3,1,Tecnico de Laboratorio,3,Solteiro,3485,14935,2,Não,3,3,80,0,5,5,1,0,0,0,0,265
29,Nao,viaja-raramente,1210,Vendas,2,3,Medicina,366,1,Masculino,78,2,2,Executivo de Vendas,2,Casado,6644,3687,2,Não,3,2,80,2,10,2,3,0,0,0,0,266
31,Nao,viaja-raramente,1463,P & D,23,3,Medicina,367,2,Masculino,64,2,2,Representante da Saude,4,Casado,5582,14408,0,Não,4,2,80,1,10,2,3,9,0,7,8,267
25,Nao,nao-viaja,675,P & D,5,2,Ciencias Sociais,369,2,Masculino,85,4,2,Representante da Saude,1,Divorciado,4000,18384,1,Não,3,4,80,2,6,2,3,6,3,1,5,268
45,Nao,viaja-raramente,1385,P & D,20,2,Medicina,372,3,Masculino,79,3,4,Representante da Saude,4,Casado,13496,7501,0,Sim,3,2,80,0,21,2,3,20,7,4,10,269
36,Nao,viaja-raramente,1403,P & D,6,3,Ciencias Sociais,373,4,Masculino,47,3,1,Tecnico de Laboratorio,4,Casado,3210,20251,0,Não,3,3,80,1,16,4,3,15,13,10,11,270
